Gene ID	source_id	Gene Name or Symbol	sense - male gametocyte - unique only	sense - female gametocyte - unique only	sense - male gametocyte	sense - female gametocyte
PF3D7_1105400	PF3D7_1105400.1	RPS4	86.41	114.11	86.41	114.11
PF3D7_1105500	PF3D7_1105500.1	CEN4	32.09	42.92	32.09	42.92
PF3D7_1105600	PF3D7_1105600.1	PTEX88	17.91	5.24	17.91	5.24
PF3D7_1105700	PF3D7_1105700.1	RTCB	36.12	37.41	36.12	37.41
PF3D7_1105800	PF3D7_1105800.1	N/A	42.58	56.12	43.53	56.12
PF3D7_1105900	PF3D7_1105900.1	N/A	0.79	0	0.79	0
PF3D7_1106000	PF3D7_1106000.1	RUVB2	3.61	20.86	3.61	20.86
PF3D7_1106100	PF3D7_1106100.1	N/A	30.04	45.49	30.04	45.49
PF3D7_1106200	PF3D7_1106200.1	N/A	17.26	10.78	17.26	10.78
PF3D7_1106300	PF3D7_1106300.1	XRN1	13.56	30.26	13.56	30.26
PF3D7_1106400	PF3D7_1106400.1	N/A	3.35	10.88	3.35	10.88
PF3D7_1106500	PF3D7_1106500.1	N/A	47.2	0.64	49.3	0.71
PF3D7_1106600	PF3D7_1106600.1	N/A	13.06	0.26	13.06	0.26
PF3D7_1106700	PF3D7_1106700.1	DNA2	88.77	19.55	88.77	19.55
PF3D7_1106800	PF3D7_1106800.1	pTKL	49.55	20.84	49.55	20.84
PF3D7_1106900	PF3D7_1106900.1	N/A	119.35	322.68	119.35	322.68
PF3D7_1107000	PF3D7_1107000.1	LSM4	31.98	34.04	31.98	34.04
PF3D7_1107100	PF3D7_1107100.1	N/A	69.03	47.78	69.11	47.89
PF3D7_1107200	PF3D7_1107200.1	N/A	49.17	41.96	49.24	42.06
PF3D7_1107300	PF3D7_1107300.1	PAIP1	608.32	166.19	608.32	166.2
PF3D7_1107400	PF3D7_1107400.1	RAD51	143.07	928.22	145.71	928.22
PF3D7_1107500	PF3D7_1107500.1	N/A	301.68	12.08	321.38	12.08
PF3D7_1107600	PF3D7_1107600.1	N/A	614.14	1.02	620.38	1.02
PF3D7_1107700	PF3D7_1107700.1	PES	108.99	18.47	108.99	18.47
PF3D7_1107800	PF3D7_1107800.1	ApiAP2	29.6	146.15	29.6	146.15
PF3D7_1107900	PF3D7_1107900.1	MSCS	185.57	409.41	185.57	409.41
PF3D7_1108000	PF3D7_1108000.1	N/A	191.88	88.44	191.88	88.51
PF3D7_1108100	PF3D7_1108100.1	N/A	222.84	99.77	246.17	112.23
PF3D7_1108200	PF3D7_1108200.1	DTD	158.41	30.89	159.11	31
PF3D7_1108300	PF3D7_1108300.1	PCD	29.99	10.52	30.07	10.63
PF3D7_1108400	PF3D7_1108400.1	CK2alpha	19.73	33.65	19.73	33.65
PF3D7_1108500	PF3D7_1108500.1	SCS-alpha	200.37	251.14	200.37	251.22
PF3D7_1108600	PF3D7_1108600.1	ERC	37.99	488.08	37.99	488.08
PF3D7_1108700	PF3D7_1108700.1	Pfj2	206.26	71.53	206.26	71.53
PF3D7_1108800	PF3D7_1108800.1	N/A	70.73	2.05	70.73	2.05
PF3D7_1108900	PF3D7_1108900.1	N/A	13.37	13	13.37	13
PF3D7_1109000	PF3D7_1109000.1	N/A	7.97	0	7.97	0
PF3D7_1109100	PF3D7_1109100.1	N/A	117.09	1448.38	117.09	1448.81
PF3D7_1109200	PF3D7_1109200.1	N/A	152.95	52.67	152.95	52.67
PF3D7_1109300	PF3D7_1109300.1	N/A	9.69	0	17.45	14.13
PF3D7_1109400	PF3D7_1109400.1	ENP1	151.45	106.19	158.71	107.45
PF3D7_1109500	PF3D7_1109500.1	N/A	10.24	0	47.49	13.18
PF3D7_1109600	PF3D7_1109600.1	N/A	1.27	0	30.39	7.71
PF3D7_1109700	PF3D7_1109700.1	N/A	59.76	8.67	114.82	10.25
PF3D7_1109800	PF3D7_1109800.1	N/A	15.31	0	15.31	0
PF3D7_1109900	PF3D7_1109900.1	RPL36	106.34	20.82	106.7	20.82
PF3D7_1110000	PF3D7_1110000.1	N/A	65.46	110.96	66.35	110.96
PF3D7_1110100	PF3D7_1110100.1	C2DMA	10.4	26.36	10.4	26.36
PF3D7_1110200	PF3D7_1110200.1	PRPF6	72.23	49.06	72.23	49.06
PF3D7_1110300	PF3D7_1110300.1	N/A	51.35	77.36	51.35	77.36
PF3D7_1110400	PF3D7_1110400.1	N/A	257	74.71	257	74.71
PF3D7_1110500	PF3D7_1110500.1	VPS35	60.29	64.99	60.29	64.99
PF3D7_1110600	PF3D7_1110600.1	N/A	71.18	58.2	71.18	58.2
PF3D7_1110700	PF3D7_1110700.1	ALP1	13.62	44.76	13.62	44.76
PF3D7_1110800	PF3D7_1110800.1	N/A	627.75	133.27	630.54	133.27
PF3D7_1110900	PF3D7_1110900.1	N/A	59.2	29.81	60.57	29.81
PF3D7_1111000	PF3D7_1111000.1	NSUN2	13.88	13.07	13.88	13.07
PF3D7_1111100	PF3D7_1111100.1	RFC5	155.28	61.78	155.28	61.78
PF3D7_1111200	PF3D7_1111200.1	N/A	43.66	14.02	43.66	14.02
PF3D7_1111300	PF3D7_1111300.1	BOS1	17.22	11.12	17.22	11.12
PF3D7_1111400	PF3D7_1111400.1	N/A	154.13	25.28	166.46	28.87
PF3D7_1111500	PF3D7_1111500.1	N/A	128.03	20.07	140.83	23.79
PF3D7_1111600	PF3D7_1111600.1	N/A	17.59	81.22	17.59	81.22
PF3D7_1111700	PF3D7_1111700.1	N/A	11.89	17.19	11.89	17.19
PF3D7_1111800	PF3D7_1111800.1	N/A	22.63	60.2	22.63	60.2
PF3D7_1111900	PF3D7_1111900.1	N/A	3.31	25.08	3.37	25.08
PF3D7_1112000	PF3D7_1112000.1	N/A	34.09	36.66	34.09	36.66
PF3D7_1112100	PF3D7_1112100.1	N/A	67.12	67.44	67.17	67.44
PF3D7_1112200	PF3D7_1112200.1	COQ4	9.69	39.72	9.69	39.72
PF3D7_1112300	PF3D7_1112300.1	N/A	6.49	8.29	6.49	8.29
PF3D7_1112400	PF3D7_1112400.1	N/A	5.68	92.57	5.68	92.57
PF3D7_1112500	PF3D7_1112500.1	N/A	31.72	6.8	31.72	6.8
PF3D7_1112600	PF3D7_1112600.1	N/A	149.27	15.52	149.27	15.52
PF3D7_1112700	PF3D7_1112700.1	N/A	134.12	12.35	134.21	12.35
PF3D7_1112800	PF3D7_1112800.1	N/A	11.44	4.07	11.44	4.07
PF3D7_1112900	PF3D7_1112900.1	N/A	584.01	8.65	584.1	8.65
PF3D7_1113000	PF3D7_1113000.1	N/A	5.58	0.45	5.58	0.45
PF3D7_1113100	PF3D7_1113100.1	PRL	113.58	30.45	113.58	30.45
PF3D7_1113200	PF3D7_1113200.1	N/A	9.72	8.13	9.72	8.13
PF3D7_1113300	PF3D7_1113300.1	UGT	6.61	56.51	6.61	56.51
PF3D7_1113400	PF3D7_1113400.1	DSK2	98.41	95.96	98.41	95.96
PF3D7_1113500	PF3D7_1113500.1	N/A	20.61	9.43	20.61	9.43
PF3D7_1113600	PF3D7_1113600.1	N/A	2.98	5.29	3.07	5.29
PF3D7_1113700	PF3D7_1113700.1	GLO1	0.68	14.95	0.81	14.95
PF3D7_1113800	PF3D7_1113800.1	N/A	93.9	14.06	93.9	14.06
PF3D7_1113900	PF3D7_1113900.1	MAPK2	451.33	34.18	451.33	34.18
PF3D7_1114000	PF3D7_1114000.1	N/A	909.66	74.89	927.49	75.19
PF3D7_1114100	PF3D7_1114100.1	ROM1	7.85	41.08	7.85	41.08
PF3D7_1114100	PF3D7_1114100.2	ROM1	7.85	41.08	7.85	41.08
PF3D7_1114200	PF3D7_1114200.1	N/A	30.84	12.36	30.84	12.36
PF3D7_1114300	PF3D7_1114300.1	N/A	6.85	0	6.85	0
PF3D7_1114400	PF3D7_1114400.1	N/A	4.52	4.35	4.52	4.35
PF3D7_1114500	PF3D7_1114500.1	N/A	37.11	22.24	37.11	22.39
PF3D7_1114600	PF3D7_1114600.1	N/A	158.97	74.48	158.97	74.8
PF3D7_1114700	PF3D7_1114700.1	CLK3	623.65	110.66	623.88	110.66
PF3D7_1114800	PF3D7_1114800.1	G3PDH	3.39	60.46	3.39	60.46
PF3D7_1114900	PF3D7_1114900.1	N/A	6.91	52.78	6.91	52.78
PF3D7_1115000	PF3D7_1115000.1	N/A	12.06	21.28	12.06	21.28
PF3D7_1115100	PF3D7_1115100.1	N/A	67.38	3219.44	68.32	3344.65
PF3D7_1115200	PF3D7_1115200.1	SET7	32.79	1093.55	32.79	1094.61
PF3D7_1115300	PF3D7_1115300.1	FP2B	5.31	1.59	5.61	2.9
PF3D7_1115400	PF3D7_1115400.1	FP3	97.15	52.24	97.15	52.24
PF3D7_1115500	PF3D7_1115500.1	ApiAP2	32.61	1.65	32.61	1.65
PF3D7_1115600	PF3D7_1115600.1	CYP19B	27.47	10.69	27.47	10.69
PF3D7_1115700	PF3D7_1115700.1	FP2A	3.6	9.55	3.92	10.25
PF3D7_1115800	PF3D7_1115800.1	N/A	2.72	3.41	2.72	3.41
PF3D7_1115900	PF3D7_1115900.1	DHHC9	3.21	61.56	3.21	61.89
PF3D7_1116000	PF3D7_1116000.1	RON4	5.47	16.44	6.05	17.02
PF3D7_1116100	PF3D7_1116100.1	N/A	82.97	26.02	82.97	26.02
PF3D7_1116200	PF3D7_1116200.1	PDX2	1.71	102.32	1.71	102.32
PF3D7_1116200	PF3D7_1116200.2	PDX2	1.71	102.32	1.71	102.32
PF3D7_1116300	PF3D7_1116300.1	CYP19C	36.97	109.65	36.97	109.65
PF3D7_1116400	PF3D7_1116400.1	SEC12	60.27	166.28	60.27	166.28
PF3D7_1116500	PF3D7_1116500.1	FT2	29.6	328.38	35.55	387.22
PF3D7_1116600	PF3D7_1116600.1	STT3	24.42	15.59	24.42	15.59
PF3D7_1116700	PF3D7_1116700.1	DPAP1	19.38	34.67	19.38	34.67
PF3D7_1116800	PF3D7_1116800.1	HSP101	25.67	20.47	25.67	20.47
PF3D7_1116900	PF3D7_1116900.1	N/A	79.95	426.39	80.11	438.67
PF3D7_1117000	PF3D7_1117000.1	N/A	29.54	19.49	29.65	19.82
PF3D7_1117100	PF3D7_1117100.1	UCH54	56.64	69.14	56.64	69.14
PF3D7_1117200	PF3D7_1117200.1	N/A	121.66	3.54	121.66	3.54
PF3D7_1117300	PF3D7_1117300.1	N/A	19.94	64.03	19.94	64.03
PF3D7_1117400	PF3D7_1117400.1	N/A	3.39	68.99	3.39	68.99
PF3D7_1117500	PF3D7_1117500.1	TyrRSapi	5.78	0.98	5.78	0.98
PF3D7_1117600	PF3D7_1117600.1	ICT1	6.18	12.96	6.18	12.96
PF3D7_1117600	PF3D7_1117600.2	ICT1	6.18	12.96	6.18	12.96
PF3D7_1117700	PF3D7_1117700.1	RAN	180.16	308.94	180.16	308.94
PF3D7_1117800	PF3D7_1117800.1	MLH	85.6	11.79	85.6	11.79
PF3D7_1117900	PF3D7_1117900.1	N/A	79.82	45.12	79.82	45.12
PF3D7_1118000	PF3D7_1118000.1	N/A	53.82	51.15	53.82	51.15
PF3D7_1118100	PF3D7_1118100.1	AP1S	40.75	53.31	40.75	53.31
PF3D7_1118200	PF3D7_1118200.1	N/A	57.53	167.41	61.15	181.01
PF3D7_1118300	PF3D7_1118300.1	N/A	50.92	24.59	51.65	24.87
PF3D7_1118400	PF3D7_1118400.1	HAD4	36.87	40.33	36.87	40.33
PF3D7_1118500	PF3D7_1118500.1	NOP56	401.74	99.98	401.74	99.98
PF3D7_1118600	PF3D7_1118600.1	MYST	83.51	54.94	83.51	54.94
PF3D7_1118700	PF3D7_1118700.1	MLC-B	80.54	454.45	80.54	454.84
PF3D7_1118800	PF3D7_1118800.1	ARC40	151.65	90.1	152.85	90.1
PF3D7_1118900	PF3D7_1118900.1	N/A	157.98	253.34	157.98	256.49
PF3D7_1119000	PF3D7_1119000.1	N/A	43.81	29.03	43.81	29.03
PF3D7_1119100	PF3D7_1119100.1	N/A	161.41	284.57	162.59	284.89
PF3D7_1119200	PF3D7_1119200.1	N/A	40.98	491	41.29	491
PF3D7_1119300	PF3D7_1119300.1	U2AF1	467.43	101.63	467.67	101.63
PF3D7_1119400	PF3D7_1119400.1	N/A	177.54	45.73	177.81	45.75
PF3D7_1119500	PF3D7_1119500.1	N/A	17.42	27.11	17.42	27.11
PF3D7_1119600	PF3D7_1119600.1	N/A	19.21	9.5	19.21	9.5
PF3D7_1119700	PF3D7_1119700.1	N/A	16.87	362.1	16.87	362.1
PF3D7_1119800	PF3D7_1119800.1	ASF1	35.15	24.44	35.15	24.44
PF3D7_1119900	PF3D7_1119900.1	SEC16	20.21	19.88	20.22	20.02
PF3D7_1120000	PF3D7_1120000.1	N/A	466.32	268.03	504.7	292.2
PF3D7_1120100	PF3D7_1120100.1	PGM1	197.09	52.49	198.02	52.49
PF3D7_1120200	PF3D7_1120200.1	N/A	132.76	51.07	132.84	51.19
PF3D7_1120300	PF3D7_1120300.1	MIT1	52.54	5.01	52.54	5.07
PF3D7_1120400	PF3D7_1120400.1	N/A	2.85	1.76	2.85	1.76
PF3D7_1120500	PF3D7_1120500.1	N/A	11.17	19.2	11.17	19.2
PF3D7_1120600	PF3D7_1120600.1	N/A	1219.81	55.16	1239.93	55.43
PF3D7_1120700	PF3D7_1120700.1	N/A	91.96	1747.29	92.02	1747.29
PF3D7_1120800	PF3D7_1120800.1	N/A	60.29	6.6	73.02	11.39
PF3D7_1120900	PF3D7_1120900.1	HSBP	38.83	17.66	49.79	21.78
PF3D7_1121000	PF3D7_1121000.1	DHHC3	124.8	367.45	124.8	367.45
PF3D7_1121100	PF3D7_1121100.1	N/A	131.89	39.74	131.9	39.74
PF3D7_1121200	PF3D7_1121200.1	N/A	14.25	12.96	14.4	12.96
PF3D7_1121300	PF3D7_1121300.1	TKL2	2.06	0.97	2.06	0.97
PF3D7_1121400	PF3D7_1121400.1	N/A	25.24	4.12	25.24	4.12
PF3D7_1121500	PF3D7_1121500.1	N/A	0.77	13.55	0.77	13.55
PF3D7_1121600	PF3D7_1121600.1	EXP1	61.98	37.71	61.98	37.71
PF3D7_1121700	PF3D7_1121700.1	GCN20	14.82	11.87	14.82	11.87
PF3D7_1121800	PF3D7_1121800.1	N/A	8.95	28.2	8.95	28.2
PF3D7_1121900	PF3D7_1121900.1	PDK1	6.1	16.4	6.36	16.4
PF3D7_1122000	PF3D7_1122000.1	N/A	8.59	10.5	8.86	10.5
PF3D7_1122100	PF3D7_1122100.1	GPI16	26.93	17.81	27.46	17.81
PF3D7_1122200	PF3D7_1122200.1	JmjC3	222.61	98.8	223.15	98.8
PF3D7_1122300	PF3D7_1122300.1	N/A	9.76	46.58	9.76	46.58
PF3D7_1122400	PF3D7_1122400.1	N/A	48.56	27.06	48.56	27.06
PF3D7_1122500	PF3D7_1122500.1	KIC10	17.08	6.67	17.08	6.67
PF3D7_1122600	PF3D7_1122600.1	N/A	141.27	13.96	141.87	13.96
PF3D7_1122700	PF3D7_1122700.1	N/A	4.35	8.45	4.35	8.45
PF3D7_1122800	PF3D7_1122800.1	CDPK6	5.15	25.17	5.15	25.33
PF3D7_1122900	PF3D7_1122900.1	N/A	251.63	2.33	261.57	2.44
PF3D7_1123000	PF3D7_1123000.1	N/A	59.55	24.21	59.55	24.21
PF3D7_1123100	PF3D7_1123100.1	CDPK7	315.81	267.37	341.66	287.75
PF3D7_1123200	PF3D7_1123200.1	LRR11	394.72	15.99	395.06	15.99
PF3D7_1123300	PF3D7_1123300.1	N/A	70.3	15.69	70.98	15.74
PF3D7_1123400	PF3D7_1123400.1	ERF3	72.39	112.45	72.39	112.45
PF3D7_1123500	PF3D7_1123500.1	GP2	31.21	22.83	31.21	22.83
PF3D7_1123600	PF3D7_1123600.1	N/A	24.97	42.96	24.97	43.29
PF3D7_1123700	PF3D7_1123700.1	N/A	83.13	186.89	83.23	187.51
PF3D7_1123800	PF3D7_1123800.1	SMC5	14.6	32.68	14.6	32.75
PF3D7_1123900	PF3D7_1123900.1	SNU13	99.29	64.75	99.29	64.75
PF3D7_1124000	PF3D7_1124000.1	ERO1	74.9	108.41	75.01	108.41
PF3D7_1124100	PF3D7_1124100.1	BDCP	52.85	84.08	52.85	84.08
PF3D7_1124200	PF3D7_1124200.1	N/A	162.06	10.37	162.06	10.37
PF3D7_1124300	PF3D7_1124300.1	BDP7	73.69	26.8	73.69	26.8
PF3D7_1124400	PF3D7_1124400.1	LSM1	25.67	233.67	25.67	233.67
PF3D7_1124500	PF3D7_1124500.1	pdhA	6.83	72.56	6.83	72.56
PF3D7_1124600	PF3D7_1124600.1	EK	73.94	53.36	73.99	53.4
PF3D7_1124700	PF3D7_1124700.1	MGE1	88.64	113.7	88.74	113.7
PF3D7_1124800	PF3D7_1124800.1	RRS1	171.6	308.15	171.74	308.15
PF3D7_1124900	PF3D7_1124900.1	RPL35	153.1	1288.23	153.1	1294.75
PF3D7_1125000	PF3D7_1125000.1	N/A	113.98	217.74	113.98	217.74
PF3D7_1125100	PF3D7_1125100.1	ICAP2	123.2	33.43	123.2	33.43
PF3D7_1125200	PF3D7_1125200.1	N/A	41.29	34.4	49.93	44.48
PF3D7_1125300	PF3D7_1125300.1	mtRNAP	42.45	68.71	42.45	68.71
PF3D7_1125400	PF3D7_1125400.1	TIM44	72.03	18.3	72.03	18.3
PF3D7_1125500	PF3D7_1125500.1	SNRPD1	13.9	10.38	13.9	10.38
PF3D7_1125600	PF3D7_1125600.1	C4AP1	5.96	21.05	5.96	21.05
PF3D7_1125700	PF3D7_1125700.1	N/A	1.4	31.27	1.4	31.32
PF3D7_1125800	PF3D7_1125800.1	N/A	0.51	1.76	0.51	1.81
PF3D7_1125900	PF3D7_1125900.1	N/A	8.33	45.19	8.33	45.19
PF3D7_1126000	PF3D7_1126000.1	ThrRS	36.62	36.04	36.62	36.04
PF3D7_1126100	PF3D7_1126100.1	ATG7	0.75	6.77	0.75	6.77
PF3D7_1126200	PF3D7_1126200.1	RPS18	71.95	135.15	71.95	135.15
PF3D7_1126300	PF3D7_1126300.1	N/A	22.75	35.36	22.75	35.36
PF3D7_1126400	PF3D7_1126400.1	MED21	43.52	55.74	43.52	55.74
PF3D7_1126500	PF3D7_1126500.1	N/A	5.73	14.72	5.73	14.72
PF3D7_1126600	PF3D7_1126600.1	N/A	41.81	43.64	41.81	43.64
PF3D7_1126700	PF3D7_1126700.1	ATG23	184.18	123.2	185.43	124.28
PF3D7_1126800	PF3D7_1126800.1	SR-MG	364.42	53.22	364.42	53.22
PF3D7_1126900	PF3D7_1126900.1	SNRPF	61.42	126.09	61.42	126.09
PF3D7_1127000	PF3D7_1127000.1	N/A	0.92	0.69	0.92	0.69
PF3D7_1127100	PF3D7_1127100.1	dUTPase	156.39	1.55	156.39	1.55
PF3D7_1127200	PF3D7_1127200.1	N/A	0	0	0	0
PF3D7_1127300	PF3D7_1127300.1	N/A	8.41	8.86	8.41	8.86
PF3D7_1127400	PF3D7_1127400.1	N/A	2.12	7.2	2.66	8.02
PF3D7_1127500	PF3D7_1127500.1	N/A	97.9	117.85	102.57	119.72
PF3D7_1127600	PF3D7_1127600.1	N/A	381.57	811.67	395.07	846.98
PF3D7_1127700	PF3D7_1127700.1	N/A	452.95	4.65	452.95	4.65
PF3D7_1127800	PF3D7_1127800.1	N/A	33.78	15.96	33.78	15.96
PF3D7_1127900	PF3D7_1127900.1	N/A	45.68	213.69	45.68	213.69
PF3D7_1128000	PF3D7_1128000.1	N/A	17.89	16.75	17.89	16.75
PF3D7_1128000	PF3D7_1128000.2	N/A	17.89	16.75	17.89	16.75
PF3D7_1128100	PF3D7_1128100.1	PCS5	91.39	64.33	91.39	64.33
PF3D7_1128200	PF3D7_1128200.1	MBF1	126.73	141.67	126.73	141.67
PF3D7_1128300	PF3D7_1128300.1	PFK11	16.64	286.84	16.64	286.84
PF3D7_1128400	PF3D7_1128400.1	FPPS/GGPPS	137.28	12.29	137.62	12.29
PF3D7_1128500	PF3D7_1128500.1	mHCF101	15.67	19.5	15.67	19.5
PF3D7_1128600	PF3D7_1128600.1	NOT2	50.39	112.7	50.39	112.7
PF3D7_1128700	PF3D7_1128700.1	GPI8	31.71	51.18	31.71	51.18
PF3D7_1128900	PF3D7_1128900.1	N/A	28.73	65.71	29.16	66.23
PF3D7_1129000	PF3D7_1129000.1	SPDS	15.03	57.74	15.6	58.23
PF3D7_1129100	PF3D7_1129100.1	PV1	304.17	129.23	304.17	129.23
PF3D7_1129200	PF3D7_1129200.1	RPN7	23.62	65.43	23.62	65.43
PF3D7_1129300	PF3D7_1129300.1	N/A	3.16	0.64	3.16	0.64
PF3D7_1129400	PF3D7_1129400.1	NSUN3	9.49	33.55	9.49	33.55
PF3D7_1129500	PF3D7_1129500.1	N/A	10.75	92.19	10.75	92.75
PF3D7_1129600	PF3D7_1129600.1	N/A	33.85	704.45	33.85	704.56
PF3D7_1129700	PF3D7_1129700.1	N/A	7.65	1.93	7.65	1.93
PF3D7_1129800	PF3D7_1129800.1	N/A	6.05	6.73	6.05	6.73
PF3D7_1129850	PF3D7_1129850.1	N/A	13.97	2.56	13.97	2.56
PF3D7_1129900	PF3D7_1129900.1	MFR5	78.19	28.17	78.19	28.17
PF3D7_1130000	PF3D7_1130000.1	PAGM	35.69	30.89	36.17	30.89
PF3D7_1130100	PF3D7_1130100.1	RPL38	96.72	195.43	96.72	195.43
PF3D7_1130200	PF3D7_1130200.1	PfP0	253.24	230.29	257.33	230.35
PF3D7_1130300	PF3D7_1130300.1	N/A	113.04	9.61	114.09	9.61
PF3D7_1130310	PF3D7_1130310.1	N/A	61.19	7.77	162.26	9.33
PF3D7_1130400	PF3D7_1130400.1	RPT5	87.43	136.32	87.43	136.32
PF3D7_1130500	PF3D7_1130500.1	COG2	47.25	7.73	47.87	7.77
PF3D7_1130600	PF3D7_1130600.1	N/A	7.28	14.59	8.08	14.83
PF3D7_1130700	PF3D7_1130700.1	SMC1	196.05	131.32	196.05	131.32
PF3D7_1130800	PF3D7_1130800.1	N/A	159.1	42.65	159.1	42.65
PF3D7_1130900	PF3D7_1130900.1	N/A	45.75	7.88	45.75	7.88
PF3D7_1131000	PF3D7_1131000.1	N/A	8.53	35.69	8.53	35.69
PF3D7_1131100	PF3D7_1131100.1	SR1	71.92	339.32	71.92	339.54
PF3D7_1131200	PF3D7_1131200.1	N/A	362.82	107.42	362.82	107.42
PF3D7_1131300	PF3D7_1131300.1	N/A	34.29	20.87	34.29	20.87
PF3D7_1131400	PF3D7_1131400.1	N/A	70.06	7.8	70.06	7.8
PF3D7_1131500	PF3D7_1131500.1	N/A	128.67	2189.71	128.67	2189.71
PF3D7_1131600	PF3D7_1131600.1	N/A	127.4	1.02	127.4	1.02
PF3D7_1131700	PF3D7_1131700.1	N/A	87.2	638.4	90.94	639.17
PF3D7_1131800	PF3D7_1131800.1	N/A	32.05	196.01	32.28	196.06
PF3D7_1131900	PF3D7_1131900.1	N/A	17.6	4.12	17.6	4.12
PF3D7_1132000	PF3D7_1132000.1	N/A	91.53	39.44	91.53	39.44
PF3D7_1132100	PF3D7_1132100.1	N/A	15.19	1.79	15.19	1.79
PF3D7_1132200	PF3D7_1132200.1	TCP1	328.72	202.5	328.72	202.5
PF3D7_1132300	PF3D7_1132300.1	N/A	589.8	122.4	589.8	122.4
PF3D7_1132400	PF3D7_1132400.1	N/A	49.88	276.94	49.88	277.1
PF3D7_1132500	PF3D7_1132500.1	N/A	1.68	2.08	1.68	2.08
PF3D7_1132600	PF3D7_1132600.1	PRP38A	40.44	46.48	40.44	46.48
PF3D7_1132700	PF3D7_1132700.1	mRPL2	12.75	36.66	12.75	36.66
PF3D7_1132800	PF3D7_1132800.1	AQP	13.17	34.8	13.17	34.8
PF3D7_1132900	PF3D7_1132900.1	GCVH	8.21	78.74	8.4	83.03
PF3D7_1133000	PF3D7_1133000.1	N/A	26.2	470.41	26.62	480.1
PF3D7_1133100	PF3D7_1133100.1	N/A	46.17	37.29	46.58	37.29
PF3D7_1133200	PF3D7_1133200.1	N/A	20.21	73.52	20.59	79.1
PF3D7_1133300	PF3D7_1133300.1	CDC50B	0.29	0.21	0.29	0.21
PF3D7_1133400	PF3D7_1133400.1	AMA1	1.98	3.26	1.98	3.26
PF3D7_1133500	PF3D7_1133500.1	N/A	4.95	13.44	4.95	13.44
PF3D7_1133600	PF3D7_1133600.1	N/A	12.11	21.54	12.11	21.54
PF3D7_1133700	PF3D7_1133700.1	N/A	158.43	169.77	158.43	169.77
PF3D7_1133800	PF3D7_1133800.1	U5MTase	17.42	224.16	17.42	224.16
PF3D7_1133900	PF3D7_1133900.1	N/A	39.3	19.39	39.3	19.39
PF3D7_1134000	PF3D7_1134000.1	HSP70-3	371.73	193.18	371.73	193.18
PF3D7_1134100	PF3D7_1134100.1	PDI-11	4.46	6.68	4.46	6.68
PF3D7_1134200	PF3D7_1134200.1	N/A	23.68	9.22	23.68	9.22
PF3D7_1134300	PF3D7_1134300.1	EMMA1	44.27	95.35	44.27	95.42
PF3D7_1134400	PF3D7_1134400.1	N/A	28.09	13.89	28.09	13.89
PF3D7_1134500	PF3D7_1134500.1	N/A	22.85	15.82	22.85	15.82
PF3D7_1134600	PF3D7_1134600.1	ZNF4	44.43	58.05	44.43	58.05
PF3D7_1134700	PF3D7_1134700.1	RPA2	27.44	18.67	27.44	18.67
PF3D7_1134800	PF3D7_1134800.1	N/A	54.67	67.53	54.67	67.53
PF3D7_1134900	PF3D7_1134900.1	N/A	65.93	7.11	66.89	7.11
PF3D7_1135000	PF3D7_1135000.1	N/A	39.54	91.15	40.78	91.15
PF3D7_1135100	PF3D7_1135100.1	PPM8	42.47	125.43	42.47	125.43
PF3D7_1135200	PF3D7_1135200.1	N/A	5.83	22.82	5.83	22.82
PF3D7_1135300	PF3D7_1135300.1	PMRT1	12.94	4.18	12.94	4.18
PF3D7_1135400	PF3D7_1135400.1	N/A	46.92	9.6	46.92	9.6
PF3D7_1135500	PF3D7_1135500.1	N/A	223.63	5.78	225.86	5.78
PF3D7_1135600	PF3D7_1135600.1	CAPD3	418.04	7.86	418.1	7.86
PF3D7_1135700	PF3D7_1135700.1	N/A	3.52	70.52	3.52	70.52
PF3D7_1135800	PF3D7_1135800.1	N/A	88.48	28.41	88.86	28.41
PF3D7_1135900	PF3D7_1135900.1	N/A	60.52	165.09	61.37	167.73
PF3D7_1136000	PF3D7_1136000.1	N/A	1042.27	23.88	1051.3	23.95
PF3D7_1136100	PF3D7_1136100.1	N/A	13.02	124.6	13.02	124.6
PF3D7_1136200	PF3D7_1136200.1	ARMA	1.34	9.03	1.34	9.03
PF3D7_1136300	PF3D7_1136300.1	TSN	65.82	108.22	65.82	108.22
PF3D7_1136400	PF3D7_1136400.1	SRP72	29.05	14.37	29.05	14.37
PF3D7_1136500	PF3D7_1136500.1	CK1	895.88	546.88	896.84	546.88
PF3D7_1136500	PF3D7_1136500.2	CK1	895.88	546.88	896.84	546.88
PF3D7_1136600	PF3D7_1136600.1	MRST	112.79	50.95	112.93	50.95
PF3D7_1136700	PF3D7_1136700.1	AIP	8.6	4.04	8.87	4.04
PF3D7_1136700	PF3D7_1136700.2	AIP	8.6	4.04	8.87	4.04
PF3D7_1136800	PF3D7_1136800.1	N/A	18.33	6.72	18.33	6.72
PF3D7_1136900	PF3D7_1136900.1	SUB2	23.7	22.51	23.7	22.51
PF3D7_1137000	PF3D7_1137000.1	N/A	1358.3	982.34	1358.3	982.34
PF3D7_1137100	PF3D7_1137100.1	N/A	61.53	9.75	61.53	9.75
PF3D7_1137200	PF3D7_1137200.1	AEP	11.74	109.58	11.74	109.58
PF3D7_1137300	PF3D7_1137300.1	N/A	93.69	14.94	93.69	14.94
